created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,
Fri Apr 28 08:02:47 +0000 2023,@kompascom kasus kekerasan klitih.. akses dr exit tol ke jogja masih jauh malioboro yg skr steril dr lapak2 serta pengelolaan tempat wisata yg nyaris blum ada terobosan baru serta ckp jauh jaraknya dr kota jogja.. menjadikan lesu,,in,,Mingfan35,@kompascom kasus kekerasan klitih.. akses dr exit tol ke jogja masih jauh malioboro yg skr steril dr lapak2 serta pengelolaan tempat wisata yg nyaris blum ada terobosan baru serta ckp jauh jaraknya dr kota jogja.. menjadikan lesu,kasus kekerasan klitih akses dr exit tol ke jogja masih jauh malioboro yg skr steril dr lapak serta pengelolaan tempat wisata yg nyaris blum ada terobosan baru serta ckp jauh jaraknya dr kota jogja menjadikan lesu,malioboro,-7.792646,110.365871,dinpar diy 2023,kasus kekerasan klitih akses dari exit tol ke jogja masih jauh malioboro yang skr steril dari lapak serta pengelolaan tempat wisata yang nyaris blum ada terobosan baru serta ckp jauh jaraknya dari kota jogja menjadikan lesu,kasus kekerasan klitih akses dr exit tol jogja jauh malioboro yg skr steril dr lapak pengelolaan tempat wisata yg nyaris blum terobosan baru ckp jauh jaraknya dr kota jogja menjadikan lesu,"['kasus', 'kekerasan', 'klitih', 'akses', 'dr', 'exit', 'tol', 'jogja', 'jauh', 'malioboro', 'yg', 'skr', 'steril', 'dr', 'lapak', 'pengelolaan', 'tempat', 'wisata', 'yg', 'nyaris', 'blum', 'terobosan', 'baru', 'ckp', 'jauh', 'jaraknya', 'dr', 'kota', 'jogja', 'menjadikan', 'lesu']",kasus keras klitih akses dr exit tol jogja jauh malioboro yg skr steril dr lapak kelola tempat wisata yg nyaris blum terobos baru ckp jauh jarak dr kota jogja jadi lesu,Hard Case Klitih Access Dr. Exit Jogja Toll Far Malioboro which is now sterile from the stalls of managing tourist attractions that are almost not the new breakdown ckp far away from the city of Jogja so sluggish,-0.2712,Negative,
Tue Oct 24 12:49:05 +0000 2023,Kawanan Monyet Ekor Panjang Serbu Gunung Api Purba Nglanggeran https://t.co/9L4GG9KRQW,,in,"Yogyakarta, Indonesia",IDNTimesJogja,kawanan monyet ekor panjang serbu gunung api purba nglanggeran https://t.co/9l4gg9krqw,kawanan monyet ekor panjang serbu gunung api purba nglanggeran,gunung api purba nglanggeran,-7.841973,110.541643,dinpar diy 2023,kawanan monyet ekor panjang serbu gunung api purba nglanggeran,kawanan monyet ekor panjang serbu gunung api purba nglanggeran,"['kawanan', 'monyet', 'ekor', 'panjang', 'serbu', 'gunung', 'api', 'purba', 'nglanggeran']",kawan monyet ekor panjang serbu gunung api purba nglanggeran,a long -tailed monkey friend of the nglanggeran ancient volcano,0.4939,Positive,
Sun May 07 11:56:23 +0000 2023,Kawasan Malioboro Menjadi Anomali Pariwisata Jogja Khususnya dan Indonesia Umumnya PENAMPAKAN Macetnya Kawasan Malioboro saat liburan lebaran Minggu 30 April 2023 ..saiks dab! #BangkitPariwisataIndonesia #PariwisataIndonesiaBangkit #LiburanYaKeIndonesiaAja https://t.co/QJk0SFfgvH,https://pbs.twimg.com/ext_tw_video_thumb/1655179602229358593/pu/img/H4FJO0WZM22IziHX.jpg,in,desa berbah-jogjakarta,cepu_supriyanto,kawasan malioboro menjadi anomali pariwisata jogja khususnya dan indonesia umumnya penampakan macetnya kawasan malioboro saat liburan lebaran minggu 30 april 2023 ..saiks dab! #bangkitpariwisataindonesia #pariwisataindonesiabangkit #liburanyakeindonesiaaja https://t.co/qjk0sffgvh,kawasan malioboro menjadi anomali pariwisata jogja khususnya dan indonesia umumnya penampakan macetnya kawasan malioboro saat liburan lebaran minggu  april  saiks dab,malioboro,-7.792646,110.365871,dinpar diy 2023,kawasan malioboro menjadi anomali pariwisata jogja khususnya dan indonesia umumnya penampakan macetnya kawasan malioboro saat liburan lebaran minggu  april  saiks dab,kawasan malioboro menjadi anomali pariwisata jogja khususnya indonesia umumnya penampakan macetnya kawasan malioboro liburan lebaran minggu  april  saiks dab,"['kawasan', 'malioboro', 'menjadi', 'anomali', 'pariwisata', 'jogja', 'khususnya', 'indonesia', 'umumnya', 'penampakan', 'macetnya', 'kawasan', 'malioboro', 'liburan', 'lebaran', 'minggu', 'april', 'saiks', 'dab']",kawasan malioboro jadi anomali pariwisata jogja khusus indonesia umum tampak macet kawasan malioboro libur lebaran minggu april saiks dab,The Malioboro area is a Jogja Tourism Anomaly Special Indonesian Special Tourism Seems to Jam the Malioboro Region of Lebaran Holidays April SAIKS DAB,0.7906,Positive,
Sat Mar 25 09:52:54 +0000 2023,â— Kayake syahdu malem minggu buka puasa ngeteh di sini . Tiket : Rp6.000 -/orang Parkir : Rp2.000 -/motor dan Rp5.000 -/mobil â— Video by @desytapuri â— Loc : Waduk Sermo Kapanewon Kokap Kulon Progo Yogyakarta. #panoramakulonprogo #kulonprogo #jogja https://t.co/MBPvlOOe7i,https://pbs.twimg.com/ext_tw_video_thumb/1639565365117325313/pu/img/zUCIW9ml8FApQuOa.jpg,in,"Kulon Progo, Yogyakarta",panoramaKP,â— kayake syahdu malem minggu buka puasa ngeteh di sini . tiket : rp6.000 -/orang parkir : rp2.000 -/motor dan rp5.000 -/mobil â— video by @desytapuri â— loc : waduk sermo kapanewon kokap kulon progo yogyakarta. #panoramakulonprogo #kulonprogo #jogja https://t.co/mbpvlooe7i,kayake syahdu malem minggu buka puasa ngeteh di sini  tiket  rp orang parkir  rp motor dan rp mobil  video by   loc  waduk sermo kapanewon kokap kulon progo yogyakarta,waduk sermo,-7.822714,110.108505,dinpar diy 2023,kayake syahdu malem minggu buka puasa ngeteh di sini  tiket  rp orang parkir  rp motor dan rp mobil  video by   loc  waduk sermo kapanewon kokap kulon progo yogyakarta,kayake syahdu malem minggu buka puasa ngeteh sini  tiket  rp orang parkir  rp motor rp mobil  video by   loc  waduk sermo kapanewon kokap kulon progo yogyakarta,"['kayake', 'syahdu', 'malem', 'minggu', 'buka', 'puasa', 'ngeteh', 'sini', 'tiket', 'rp', 'orang', 'parkir', 'rp', 'motor', 'rp', 'mobil', 'video', 'by', 'loc', 'waduk', 'sermo', 'kapanewon', 'kokap', 'kulon', 'progo', 'yogyakarta']",kayake syahdu malem minggu buka puasa ngeteh sini tiket rp orang parkir rp motor rp mobil video by loc waduk sermo kapanewon kokap kulon progo yogyakarta,Karaoke Syahdu Saturday Evening Fasting Fasting Here tickets Rp. Parking Rp. Motor Rp.,0,Neutral,
Fri Mar 31 11:28:59 +0000 2023,@ssefnum Ke art exhibition ajaa banyak di jogja. Night ride atau jalan di malioboro juga bisaa asal jangan lewat jakal/ringroad. Atau lihat sunset di bawah stasiun tugu juga oke!! Kalau mau destinasi pantai bisa ke Gunung Kidul.,,in,Ternak kucing.,skenabokem,@ssefnum ke art exhibition ajaa banyak di jogja. night ride atau jalan di malioboro juga bisaa asal jangan lewat jakal/ringroad. atau lihat sunset di bawah stasiun tugu juga oke!! kalau mau destinasi pantai bisa ke gunung kidul.,ke art exhibition ajaa banyak di jogja night ride atau jalan di malioboro juga bisaa asal jangan lewat jakalringroad atau lihat sunset di bawah stasiun tugu juga oke kalau mau destinasi pantai bisa ke gunung kidul,malioboro,-7.792646,110.365871,dinpar diy 2023,ke art exhibition ajaa banyak di jogja night ride atau jalan di malioboro juga bisaa asal jangan lewat jakalringroad atau lihat sunset di bawah stasiun tugu juga oke kalau mau destinasi pantai bisa ke gunung kidul,art exhibition ajaa banyak jogja night ride jalan malioboro bisaa asal jangan lewat jakalringroad lihat sunset bawah stasiun tugu oke kalau mau destinasi pantai ke gunung kidul,"['art', 'exhibition', 'ajaa', 'banyak', 'jogja', 'night', 'ride', 'jalan', 'malioboro', 'bisaa', 'asal', 'jangan', 'lewat', 'jakalringroad', 'lihat', 'sunset', 'bawah', 'stasiun', 'tugu', 'oke', 'kalau', 'mau', 'destinasi', 'pantai', 'ke', 'gunung', 'kidul']",art exhibition ajaa banyak jogja night ride jalan malioboro bisaa asal jangan lewat jakalringroad lihat sunset bawah stasiun tugu oke kalau mau destinasi pantai ke gunung kidul,ART EXHIBITION is a lot of Jogja Night Ride Malioboro Bisaa Originally Don't Late JakalRingroad See Sunset Under the Monument Station Okay If you want a beach destination to Mount Kidul,0.296,Positive,
Sat Jul 08 11:53:35 +0000 2023,@harisubangkit @riyansupyans @ybas25 Ke bukit bintang buat liat lt 2nya jogja mending berangkat sore jam 3 mampir kopi opak dl jam 4an baru naik ke sunset delcoffe buat liatin sunset di jogja sampe malem nongkrong,,in,,SukasukaSon,@harisubangkit @riyansupyans @ybas25 ke bukit bintang buat liat lt 2nya jogja mending berangkat sore jam 3 mampir kopi opak dl jam 4an baru naik ke sunset delcoffe buat liatin sunset di jogja sampe malem nongkrong,ke bukit bintang buat liat lt nya jogja mending berangkat sore jam  mampir kopi opak dl jam an baru naik ke sunset delcoffe buat liatin sunset di jogja sampe malem nongkrong,bukit bintang,-7.845841,110.479846,visit jogja,ke bukit bintang buat liat lt nya jogja mending berangkat sore jam  mampir kopi opak dl jam an baru naik ke sunset delcoffe buat liatin sunset di jogja sampe malem nongkrong,bukit bintang buat liat lt nya jogja mending berangkat sore jam  mampir kopi opak dl jam an baru naik sunset delcoffe buat liatin sunset jogja sampe malem nongkrong,"['bukit', 'bintang', 'buat', 'liat', 'lt', 'nya', 'jogja', 'mending', 'berangkat', 'sore', 'jam', 'mampir', 'kopi', 'opak', 'dl', 'jam', 'an', 'baru', 'naik', 'sunset', 'delcoffe', 'buat', 'liatin', 'sunset', 'jogja', 'sampe', 'malem', 'nongkrong']",bukit bintang buat liat lt nya jogja mending berangkat sore jam mampir kopi opak dl jam an baru naik sunset delcoffe buat liatin sunset jogja sampe malem nongkrong,Bukit Bintang for his Lt Lt Jogja Mending to depart for the afternoon of coffee at the first hour of the sunset delcoffe for the sunset sunset jogja until,0,Neutral,
Sun Apr 30 16:13:24 +0000 2023,@aseprivva Ke bukit pengilon jogja lewat pantai siung,,in,,RenikaWidiyani,@aseprivva ke bukit pengilon jogja lewat pantai siung,ke bukit pengilon jogja lewat pantai siung,bukit pengilon,-8.185862,110.691577,visit jogja,ke bukit pengilon jogja lewat pantai siung,bukit pengilon jogja lewat pantai siung,"['bukit', 'pengilon', 'jogja', 'lewat', 'pantai', 'siung']",bukit pengilon jogja lewat pantai siung,Jogja hill jogja passed by the beach,0,Neutral,
Fri Sep 15 11:07:26 +0000 2023,@stauber_43 Ke bukit pengilon pasti belum pernah,,in,Yogyakarta,mamedgans,@stauber_43 ke bukit pengilon pasti belum pernah,ke bukit pengilon pasti belum pernah,bukit pengilon,-8.185862,110.691577,visit jogja,ke bukit pengilon pasti belum pernah,bukit pengilon belum pernah,"['bukit', 'pengilon', 'belum', 'pernah']",bukit pengilon belum pernah,Pengilon Hill has never been,0,Neutral,
Mon Aug 07 14:13:38 +0000 2023,@farhanjawas_ ke Jogja abang naik paralayang~ merasakan sunset dari pantai Parangtritis di udara https://t.co/H5uC7mw8sh,https://pbs.twimg.com/media/F27y3ZNboAAou-U.jpg,in,,nanananahid,@farhanjawas_ ke jogja abang naik paralayang~ merasakan sunset dari pantai parangtritis di udara https://t.co/h5uc7mw8sh,ke jogja abang naik paralayang merasakan sunset dari pantai parangtritis di udara,pantai parangtritis,-8.024608,110.329804,visit jogja,ke jogja abang naik paralayang merasakan sunset dari pantai parangtritis di udara,jogja abang naik paralayang merasakan sunset pantai parangtritis udara,"['jogja', 'abang', 'naik', 'paralayang', 'merasakan', 'sunset', 'pantai', 'parangtritis', 'udara']",jogja abang naik paralayang rasa sunset pantai parangtritis udara,Jogja Abang rises Paragliding Sunset Parangtritis Beach Air,0,Neutral,
Wed Jun 14 14:22:27 +0000 2023,Ke Jogja bukan mau liatin atika keindahan gunung merapi tapi mau nunjukin ke gunung merapi berapa indahnya atikaku https://t.co/D00qY0W6RB,https://pbs.twimg.com/media/FylvDgwWwAIur5b.jpg,in,,RemajaSarungan,ke jogja bukan mau liatin atika keindahan gunung merapi tapi mau nunjukin ke gunung merapi berapa indahnya atikaku https://t.co/d00qy0w6rb,ke jogja bukan mau liatin atika keindahan gunung merapi tapi mau nunjukin ke gunung merapi berapa indahnya atikaku,gunung merapi,-7.540716,110.445723,visit jogja,ke jogja bukan mau liatin atika keindahan gunung merapi tapi mau nunjukin ke gunung merapi berapa indahnya atikaku,jogja bukan mau liatin atika keindahan gunung merapi mau nunjukin gunung merapi berapa indahnya atikaku,"['jogja', 'bukan', 'mau', 'liatin', 'atika', 'keindahan', 'gunung', 'merapi', 'mau', 'nunjukin', 'gunung', 'merapi', 'berapa', 'indahnya', 'atikaku']",jogja bukan mau liatin atika indah gunung merapi mau nunjukin gunung merapi berapa indah atikaku,Jogja is not wanting to see the beautiful atika Mount Merapi want to show Mount Merapi how beautiful,0.8442,Positive,
Fri Apr 14 15:44:36 +0000 2023,ke jogja cuma pengen ngerasain jalan kaki di malioboro bareng orang-orang yang engga kita kemal sambil wisata jajanan,,in,,mahasiswaagagal,ke jogja cuma pengen ngerasain jalan kaki di malioboro bareng orang-orang yang engga kita kemal sambil wisata jajanan,ke jogja cuma pengen ngerasain jalan kaki di malioboro bareng orangorang yang engga kita kemal sambil wisata jajanan,malioboro,-7.792646,110.365871,dinpar diy 2023,ke jogja cuma pengen ngerasain jalan kaki di malioboro bareng orangorang yang engga kita kemal sambil wisata jajanan,jogja cuma pengen ngerasain jalan kaki malioboro bareng orangorang engga kemal wisata jajanan,"['jogja', 'cuma', 'pengen', 'ngerasain', 'jalan', 'kaki', 'malioboro', 'bareng', 'orangorang', 'engga', 'kemal', 'wisata', 'jajanan']",jogja cuma ken ngerasain jalan kaki malioboro bareng orangorang engga kemal wisata jajan,Jogja is the only way to go to Malioboro's walking,0,Neutral,
Mon Apr 10 06:42:11 +0000 2023,@ArtotelBianti Ke jogja pasti ga lengkap kalau ga ke malioboro buat jalan2 dan nyobain kuliner di teras malioboro kalau malam bisa ke bukit bintang buat menikmati lampu malam jogja ditemani jagung bakar &amp; ronde @PKartikasari @davidbgs___,,in,"Bantul, Yogyakarta",KholidFanani1,@artotelbianti ke jogja pasti ga lengkap kalau ga ke malioboro buat jalan2 dan nyobain kuliner di teras malioboro kalau malam bisa ke bukit bintang buat menikmati lampu malam jogja ditemani jagung bakar &amp; ronde @pkartikasari @davidbgs___,ke jogja pasti ga lengkap kalau ga ke malioboro buat jalan dan nyobain kuliner di teras malioboro kalau malam bisa ke bukit bintang buat menikmati lampu malam jogja ditemani jagung bakar amp ronde,malioboro,-7.792646,110.365871,dinpar diy 2023,ke jogja pasti ga lengkap kalau ga ke malioboro buat jalan dan nyobain kuliner di teras malioboro kalau malam bisa ke bukit bintang buat menikmati lampu malam jogja ditemani jagung bakar amp ronde,jogja ga lengkap kalau ga malioboro buat jalan nyobain kuliner teras malioboro kalau malam ke bukit bintang buat menikmati lampu malam jogja ditemani jagung bakar amp ronde,"['jogja', 'ga', 'lengkap', 'kalau', 'ga', 'malioboro', 'buat', 'jalan', 'nyobain', 'kuliner', 'teras', 'malioboro', 'kalau', 'malam', 'ke', 'bukit', 'bintang', 'buat', 'menikmati', 'lampu', 'malam', 'jogja', 'ditemani', 'jagung', 'bakar', 'amp', 'ronde']",jogja ga lengkap kalau ga malioboro buat jalan nyobain kuliner teras malioboro kalau malam ke bukit bintang buat nikmat lampu malam jogja tani jagung bakar amp ronde,Jogja GA is complete if GA Malioboro makes the road to culinary core malioboro if night to Bukit Bintang for the Night Lights Jogja Jogja Bakar Amp Ronde,0,Neutral,
Sun May 21 03:18:38 +0000 2023,Ke Jogja Rugi Tidak Berkunjung ke Bunker Kaliadem Wisata sisa Erupsi Letusan Gunung Merapi https://t.co/cWGMt6eQFr,,in,"Lumajang, Indonesia",kelumajangcom,ke jogja rugi tidak berkunjung ke bunker kaliadem wisata sisa erupsi letusan gunung merapi https://t.co/cwgmt6eqfr,ke jogja rugi tidak berkunjung ke bunker kaliadem wisata sisa erupsi letusan gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,ke jogja rugi tidak berkunjung ke bunker kaliadem wisata sisa erupsi letusan gunung merapi,jogja rugi berkunjung bunker kaliadem wisata sisa erupsi letusan gunung merapi,"['jogja', 'rugi', 'berkunjung', 'bunker', 'kaliadem', 'wisata', 'sisa', 'erupsi', 'letusan', 'gunung', 'merapi']",jogja rugi kunjung bunker kaliadem wisata sisa erupsi letus gunung merapi,Jogja Loss Kaladker Kaliadem Tourism Remaining Eruption Eruptions Mount Merapi,-0.3182,Negative,
Sat Apr 29 08:25:10 +0000 2023,@convomf Ke jogja seharian full naik krl terus ke hutan pinus ke pantai ke gelato jalan2 di malioboro wkwkwkk kenangan yang indaj,,in,,deardasambat,@convomf ke jogja seharian full naik krl terus ke hutan pinus ke pantai ke gelato jalan2 di malioboro wkwkwkk kenangan yang indaj,ke jogja seharian full naik krl terus ke hutan pinus ke pantai ke gelato jalan di malioboro wkwkwkk kenangan yang indaj,malioboro,-7.792646,110.365871,dinpar diy 2023,ke jogja seharian full naik krl terus ke hutan pinus ke pantai ke gelato jalan di malioboro wkwkwkk kenangan yang indaj,jogja seharian full naik krl terus hutan pinus pantai gelato jalan malioboro wkwkwkk kenangan indaj,"['jogja', 'seharian', 'full', 'naik', 'krl', 'terus', 'hutan', 'pinus', 'pantai', 'gelato', 'jalan', 'malioboro', 'wkwkwkk', 'kenangan', 'indaj']",jogja hari full naik krl terus hutan pinus pantai gelato jalan malioboro wkwkwkk kenang indaj,jogja day full of cerl continuel krul forest pine coastal coastal pine road malioboro,0,Neutral,
Fri Dec 08 13:29:02 +0000 2023,@bektidinaa Ke Malioboro karna u suka shopping ke Parangtritis kan u suka senja+pantai ke keraton kan u suka tempat estetik tapi kayanya semua sudut Jogja estetik deh nti ke kampung paling lucu juga namanya kampung cyber,,in,,tikyuttixydz,@bektidinaa ke malioboro karna u suka shopping ke parangtritis kan u suka senja+pantai ke keraton kan u suka tempat estetik tapi kayanya semua sudut jogja estetik deh nti ke kampung paling lucu juga namanya kampung cyber,ke malioboro karna u suka shopping ke parangtritis kan u suka senjapantai ke keraton kan u suka tempat estetik tapi kayanya semua sudut jogja estetik deh nti ke kampung paling lucu juga namanya kampung cyber,malioboro,-7.792646,110.365871,dinpar diy 2023,ke malioboro karena u suka shopping ke parangtritis kan u suka senjapantai ke keraton kan u suka tempat estetik tapi kayanya semua sudut jogja estetik deh nti ke kampung paling lucu juga namanya kampung cyber,malioboro karna u suka shopping parangtritis kan u suka senjapantai keraton kan u suka tempat estetik kayanya semua sudut jogja estetik deh nti kampung paling lucu namanya kampung cyber,"['malioboro', 'karna', 'u', 'suka', 'shopping', 'parangtritis', 'kan', 'u', 'suka', 'senjapantai', 'keraton', 'kan', 'u', 'suka', 'tempat', 'estetik', 'kayanya', 'semua', 'sudut', 'jogja', 'estetik', 'deh', 'nti', 'kampung', 'paling', 'lucu', 'namanya', 'kampung', 'cyber']",malioboro karna u suka shopping parangtritis kan u suka senjapantai keraton kan u suka tempat estetik kaya semua sudut jogja estetik deh nti kampung paling lucu nama kampung cyber,"Malioboro because u likes to shop Parangtritis, right? You like the palace floor, don't like aesthetic places like all aesthetic jogja corners.",0.6898,Positive,
